Id,Prices,Volumes,Market_Cap,Date
binancecoin,9.449201891571713,36224247.49898638,926411943.9548185,2018-08-15
binancecoin,9.418462504204257,41585566.50176836,921186428.8367226,2018-08-16
binancecoin,9.730852563682793,22594540.30975015,953850715.212723,2018-08-17
binancecoin,10.751075931076976,33555593.86488575,1053876485.8238465,2018-08-18
binancecoin,9.860936317073683,25656187.347661328,966874895.0092155,2018-08-19
binancecoin,10.124606068033287,22197746.023062646,992587084.7509444,2018-08-20
binancecoin,9.625466853317972,16787875.720658563,943693188.2055234,2018-08-21
binancecoin,9.713725630887048,12817648.59682315,953355873.4485636,2018-08-22
binancecoin,9.44556479907381,23840137.30344975,925703864.3921478,2018-08-23
binancecoin,9.687856674489773,18542332.993283954,949767300.8707712,2018-08-24
binancecoin,10.192204229240621,23226435.655562166,999310962.5629733,2018-08-25
binancecoin,10.116143326212258,19246894.430856183,991833847.4279206,2018-08-26
binancecoin,10.220698245126185,21736940.26337487,1002050441.7720734,2018-08-27
binancecoin,11.217136212566011,44089488.690934196,1098483033.6596274,2018-08-28
binancecoin,11.468079442555544,41283575.48001553,1125039165.843925,2018-08-29
binancecoin,11.16314515297195,31013818.550187394,1094104885.3614154,2018-08-30
binancecoin,10.751839300850738,21800283.91221422,1054126747.2592542,2018-08-31
binancecoin,10.995130466994258,24038876.9935062,1078009887.4470913,2018-09-01
binancecoin,11.41492430279447,29377789.487293564,1119133728.7589676,2018-09-02
binancecoin,11.283285001825329,21092376.2948701,1103821007.667432,2018-09-03
binancecoin,11.26149069224438,20047824.684722994,1104480872.4186785,2018-09-04
binancecoin,11.353571839312153,20353155.74760469,1113127809.777241,2018-09-05
binancecoin,10.118066180650223,27847012.56149943,989951404.5685347,2018-09-06
binancecoin,10.255965932194913,25161525.593694594,1006803552.134676,2018-09-07
binancecoin,9.972013784009796,18533999.781575136,977698540.9033676,2018-09-08
binancecoin,9.468553219298933,19639636.15074677,928309173.0905268,2018-09-09
binancecoin,9.503090271459822,14840544.845403725,931723647.3854008,2018-09-10
binancecoin,9.511179737687863,13934169.580504464,930452971.8574051,2018-09-11
binancecoin,9.348234582618947,21380693.61342372,916422641.7075167,2018-09-12
binancecoin,9.202946938855716,22734153.712239053,879018553.6451101,2018-09-13
binancecoin,9.613665899334356,26269982.667558763,918746987.4244486,2018-09-14
binancecoin,9.922363176511755,27479448.512823038,948229137.4680252,2018-09-15
binancecoin,10.112879272907959,29326748.4362028,965043148.9390482,2018-09-16
binancecoin,9.936509386210409,22681196.07350683,949061082.3781854,2018-09-17
binancecoin,9.366957077821223,22485356.719266515,894716967.8963991,2018-09-18
binancecoin,9.547476047037549,24273542.414302148,912577463.4329294,2018-09-19
binancecoin,9.609423514553269,25292364.05885539,917696686.2427154,2018-09-20
binancecoin,10.053751088997585,28762647.118524034,960259133.2250421,2018-09-21
binancecoin,10.44713469781386,32382257.28774937,997832194.2530056,2018-09-22
binancecoin,10.316899615238905,20101459.323005874,985393112.9188972,2018-09-23
binancecoin,10.309682096098657,22670196.30052995,1488079900.899756,2018-09-24
binancecoin,10.04037692139452,19289806.5341558,1450237751.6537666,2018-09-25
binancecoin,9.790952200751304,17972383.461828545,1411896130.944883,2018-09-26
binancecoin,9.744685923910664,17926528.029457357,1407777728.6870413,2018-09-27
binancecoin,10.05583929347182,28072584.63510299,1452352372.6016557,2018-09-28
binancecoin,9.971699205104866,24743292.527872626,1440706057.7683766,2018-09-29
binancecoin,9.968252402103499,31593173.318399135,1440392829.020447,2018-09-30
binancecoin,10.01289672664453,22991399.075537898,1446314353.4252834,2018-10-01
binancecoin,9.960803048880349,21256339.952742774,1439680403.2376113,2018-10-02
binancecoin,10.339757754225667,36332455.628000565,1493274838.0802064,2018-10-03
binancecoin,10.283051458006351,37700291.34917717,1483326566.4389458,2018-10-04
binancecoin,10.306821029020993,33254200.5692766,1488751252.2480085,2018-10-05
binancecoin,10.65345098515146,41257129.723922886,1538461617.48646,2018-10-06
binancecoin,10.427393708153033,31728719.618392657,1506162297.8008811,2018-10-07
binancecoin,10.549876840678502,33499771.824365538,1523859036.0110536,2018-10-08
binancecoin,10.561256816628335,32549460.730528533,1525303120.0920768,2018-10-09
binancecoin,10.425519066863629,28417353.921548747,1505859403.4593775,2018-10-10
binancecoin,10.376374477563656,26768992.70812746,1493947357.8534448,2018-10-11
binancecoin,9.289349963291311,24124215.68335729,1341784372.8420258,2018-10-12
binancecoin,9.549568092900754,26037531.86750197,1379371138.4628596,2018-10-13
binancecoin,9.611285139513411,26140290.659200788,1388285752.4035625,2018-10-14
binancecoin,9.57871855879858,20781939.74881678,1384751890.523141,2018-10-15
binancecoin,10.46706458946105,47373536.67079606,1513996077.1498418,2018-10-16
binancecoin,10.151278523136257,30773523.868654568,1464680645.4870884,2018-10-17
binancecoin,10.120465869648518,35312865.019026786,1461507184.4319584,2018-10-18
binancecoin,9.850359939477935,29839206.556109276,1422818505.6963532,2018-10-19
binancecoin,9.851806399121575,25904760.119764447,1423197773.01452,2018-10-20
binancecoin,9.879532147513098,21715191.910345595,1426891232.791207,2018-10-21
binancecoin,9.89136163971076,26489723.639546797,1428730146.9480157,2018-10-22
binancecoin,9.82333144163201,22162400.32660498,1418914420.2464166,2018-10-23
binancecoin,9.852828045797988,29469396.740041867,1423175948.5071583,2018-10-24
binancecoin,9.764645098080713,25796971.78121257,1410437571.060247,2018-10-25
binancecoin,9.737861458809112,21511304.756789215,1406718416.078793,2018-10-26
binancecoin,9.756205635931446,21058558.02065722,1409211367.354948,2018-10-27
binancecoin,9.68839170117153,21566946.368763372,1399453693.5336397,2018-10-28
binancecoin,9.703464182310324,21788778.692538057,1398368251.024187,2018-10-29
binancecoin,9.393117409368257,16899091.906813875,1356722024.7165382,2018-10-30
binancecoin,9.435300549696183,14604141.53155675,1362381725.6963894,2018-10-31
binancecoin,9.479385525298765,18835216.899642177,1369356960.890323,2018-11-01
binancecoin,9.570512200379362,16905710.04970785,1385407963.2317097,2018-11-02
binancecoin,9.645800855328723,18314703.362777498,1393273729.126173,2018-11-03
binancecoin,9.580928361761858,17270487.44758417,1383900919.2174048,2018-11-04
binancecoin,9.450966456289702,23494936.484116983,1365083899.5690448,2018-11-05
binancecoin,9.700565893202524,17943490.353938513,1401181759.1821861,2018-11-06
binancecoin,9.806151029731403,18080929.422675062,1415863696.1765256,2018-11-07
binancecoin,9.876521212731241,23171432.309874993,1423432059.653836,2018-11-08
binancecoin,9.704750133000248,16279644.18981581,1399286952.437985,2018-11-09
binancecoin,9.566721730040312,19399522.134972304,1385583161.041326,2018-11-10
binancecoin,9.578784335957543,15138432.685738796,1379806384.4448202,2018-11-11
binancecoin,9.526052837368049,16427950.883806417,1367649613.1151705,2018-11-12
binancecoin,9.407127583191935,16020475.316721726,1358172520.6334038,2018-11-13
binancecoin,9.311338307550514,16920000.954786327,1346186902.3252332,2018-11-14
binancecoin,8.525935600899237,17038371.870720822,1227621934.1490834,2018-11-15
binancecoin,8.247169297420811,18548034.78075599,1191248357.2253127,2018-11-16
binancecoin,7.9327651162323125,18418797.086160064,1144262270.9344618,2018-11-17
binancecoin,7.806824872425379,17778092.140150476,1127318810.5123966,2018-11-18
binancecoin,8.024143391711144,14437436.095156396,1155425816.9829404,2018-11-19
binancecoin,6.6986096550996015,19498288.47589504,968279561.6921016,2018-11-20
binancecoin,5.8326370989089344,20260209.733954318,832541432.755894,2018-11-21
binancecoin,6.229546966065289,13656213.695527907,899552607.7997693,2018-11-22
binancecoin,5.724389954826927,9390908.412665587,832630400.7391713,2018-11-23
binancecoin,5.622806578229521,9136662.563391987,812176757.4390069,2018-11-24
binancecoin,5.161088574350976,10589327.164436432,745484408.3076448,2018-11-25
binancecoin,5.211159772890472,11489580.000676606,752717119.6347101,2018-11-26
binancecoin,4.939163015502589,10712379.176454151,719974004.6109353,2018-11-27
binancecoin,4.94265918803859,7692710.450950106,715334615.1466825,2018-11-28
binancecoin,5.325494508709146,14185022.01959055,768130862.9559458,2018-11-29
binancecoin,5.3450660552405,11948338.739325073,771935628.5125525,2018-11-30
binancecoin,5.074957927073463,10491232.54679996,733037374.9700916,2018-12-01
binancecoin,5.264996325901464,13106457.722086903,760990933.845924,2018-12-02
binancecoin,5.2253850099835235,13021313.56545293,754704945.5522399,2018-12-03
binancecoin,5.06971293446987,12448461.024609197,731967065.7259266,2018-12-04
binancecoin,5.870951978177137,35336440.393286735,846722370.1623285,2018-12-05
binancecoin,6.0557129165722134,56969041.77278959,874775886.0261323,2018-12-06
binancecoin,4.93221977895788,33975846.41225837,703029474.0324618,2018-12-07
binancecoin,4.514178230392997,25475156.926374502,652042804.900303,2018-12-08
binancecoin,4.697468727797855,19276580.528402504,677799025.5224495,2018-12-09
binancecoin,4.800011650973234,20752169.492523782,692861265.6121893,2018-12-10
binancecoin,4.588865165538553,15418897.499459663,663389003.558907,2018-12-11
binancecoin,4.855499740586062,20644057.56032723,694066438.7233632,2018-12-12
binancecoin,4.971389324282706,14324729.513927205,716850026.7178999,2018-12-13
binancecoin,4.595914062484935,14440568.5207614,662538458.3176559,2018-12-14
binancecoin,4.470332467334587,13950440.058444992,645951230.7893397,2018-12-15
binancecoin,4.537446811630544,15191783.740061471,654002924.7738727,2018-12-16
binancecoin,4.650392789394786,18897684.971329838,670459060.9824202,2018-12-17
binancecoin,5.057060144174534,21778555.595099192,728992546.4378468,2018-12-18
binancecoin,5.515644591187852,28430902.94072044,796697911.8939688,2018-12-19
binancecoin,5.417985794897962,24971936.363293838,783144467.861639,2018-12-20
binancecoin,5.672118942465252,28293644.531650614,817962331.2800756,2018-12-21
binancecoin,5.4842716053540155,24949306.612803593,793831097.4737211,2018-12-22
binancecoin,5.822532268886388,29980698.53472217,839989864.5957891,2018-12-23
binancecoin,5.964182578227747,33291898.385203596,860827477.9287142,2018-12-24
